series,episode,episode_title,task_number,task_title,task_type,points,points_desc,panellist_full_name,task_type_general,episode_airing,pannelist_id,birthday,gender,origin
2,4,Welcome To Rico Face,4,Part 1 - Set a fun task. Your task must take no longer than one minute. You have 10 minutes. Your time starts now.,Task 3,0,,Katherine Ryan,Task,12 July 2016,2-4,30-Jun-1983,female,Canada
2,4,Welcome To Rico Face,6,Using only the items on the rug construct the best thing for the Taskmaster. You have 30 minutes. Your time starts now.,Task 4 (Team Task),4,A tiki bar.,Katherine Ryan,Team Task,12 July 2016,2-4,30-Jun-1983,female,Canada
2,4,Welcome To Rico Face,7,Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the table top to the highest potato point. You have 100 seconds.,Live Task,0,All disqualified for touching their towers after the time had ended.,Katherine Ryan,Live Task,12 July 2016,2-4,30-Jun-1983,female,Canada
2,5,There's Strength In Arches,1,Best piece of memorabilia.,Prize task,4,A suffragette medal.,Katherine Ryan,Prize Task,19 July 2016,2-4,30-Jun-1983,female,Canada
2,5,There's Strength In Arches,2,Get all of this shopping into the shopping trolley [which are separated by a stream]. Fastest wins. Your time starts now.,Task 1,3,2:44,Katherine Ryan,Task,19 July 2016,2-4,30-Jun-1983,female,Canada
2,5,There's Strength In Arches,3,Make the best stop-motion film starring this potato. You have one hour. Your time starts now.,Task 2 (Team Task),2,,Katherine Ryan,Team Task,19 July 2016,2-4,30-Jun-1983,female,Canada
2,5,There's Strength In Arches,4,Make a bridge over the river using only the items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house. You have 20 minutes. Your time starts now.,Task 3,1,1mm,Katherine Ryan,Task,19 July 2016,2-4,30-Jun-1983,female,Canada
2,5,There's Strength In Arches,5,"(Originally): Put on a pair of food-handling gloves, eat a whole banana, correctly put on a tie and clap as many times as possible. All tasks must be completed in 100 seconds. Most claps wins.",Live Task,3,221,Katherine Ryan,Live Task,19 July 2016,2-4,30-Jun-1983,female,Canada
2,1,Fear Of Failure,1,Most important document.,Prize task,2,His World Record certificate for performing the highest stand-up comedy gig.,Jon Richardson,Prize Task,21 June 2016,2-3,26-Sep-1982,male,UK
2,1,Fear Of Failure,2,Place these three exercise balls on the yoga mat on top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat. Fastest wins. Your time starts now.,Task 1,4,6:37,Jon Richardson,Task,21 June 2016,2-3,26-Sep-1982,male,UK
2,1,Fear Of Failure,3,Get this potato into the golf hole. You may not touch the red green. Fastest wins. Your time starts now.,Task 2,5,1:09,Jon Richardson,Task,21 June 2016,2-3,26-Sep-1982,male,UK
2,1,Fear Of Failure,4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English. Fastest and most accurate wins. Your time starts now.,Task 3,3,15:26 to get five out of six right.,Jon Richardson,Task,21 June 2016,2-3,26-Sep-1982,male,UK
2,1,Fear Of Failure,5,Pack for your holidays. All items must be packed in your hand luggage or worn on your body. Fastest wins.,Live Task,4,2:04,Jon Richardson,Live Task,21 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,1,Trendiest item of clothing.,Prize task,3,A cardigan with another cardigan sown into it.,Jon Richardson,Prize Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,2,Eat me [an egg which turns out to be raw]. Fastest wins. Your time starts now.,Task 1,3,5:12,Jon Richardson,Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,3,Make the best music video for a nursery rhyme. You have one hour. Your time starts now.,Task 2,5,,Jon Richardson,Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,4,Using this camera take a picture of an inanimate object that looks like you. Closest resemblance wins. Your time starts now.,Task 3,4,,Jon Richardson,Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,5,"Order the following pizza for the Taskmaster: an extra large vegetarian pizza with pepperoni and bacon, without tomato and cheese. You may not use the following words: extra; large; vegetarian; pizza; pepperoni; bacon; tomato; cheese. You get a bonus point if you can make the pizza person say the word ""bubbles"". Most accurate and fewest mistakes wins. Your time starts now.",Task 4,5,No bonus,Jon Richardson,Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,2,Pork Is A Sausage,6,"Using these big chopsticks, get these potatoes into your basket. You must only hold the chopsticks on the grips provided. The big chopsticks alone may touch the potatoes. Whoever has the most potatoes in their basket after 100 seconds wins.",Live Task,5,11 out of 10,Jon Richardson,Live Task,28 June 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,1,Best dinner party guest.,Prize task,1,Greg Davies.,Jon Richardson,Prize Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,2,Impress this mayor. You have a maximum of 20 minutes. Your time starts now.,Task 1,1,Singing Desperado by The Eagles and showing a photo of a pistachio éclair.,Jon Richardson,Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,3,Make the most unexpected silhouette on this screen. You have 30 minutes. Your time starts now.,Task 2,5,,Jon Richardson,Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,4,Buy a gift for the Taskmaster. Here is £20. You have 20 weeks. Your time starts now.,Task 3,1,The Geeky Chef Cook Book and 701 penny sweets.,Jon Richardson,Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,5,"Part 1 - Put on this blindfold, then instruct only the person closest to you to open their task. Part 2 - Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task. Part 3 - Do not read this out loud. Bring a potato to your bandstand. You may not leave your bandstand. You may not speak. Fastest wins. Your time starts now.",Task 4 (Team Task),5,4:59,Jon Richardson,Team Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,3,A Pistachio Eclair,6,Throw the rabbits into your hat. The person with the most rabbits in their hat after 100 seconds wins. The belts must stay tied around the wrists.,Live Task,4,4,Jon Richardson,Live Task,5 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,1,Coolest blue thing.,Prize task,5,A fridge magnet of a pig with a photo album of the pig having sex.,Jon Richardson,Prize Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,2,Rescue the cat. Best rescue wins. Your time starts now. The cat answers to the name Patatas.,Task 1,2,,Jon Richardson,Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,3,"Conceal this pineapple upon your person. No part of the pineapple may be thrown away. You have 20 minutes, after which Alex will inspect you. Most incorrect guesses wins. Your time starts now.",Task 2,5,,Jon Richardson,Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,5,"Part 2 - Jon must do the tasks set by the other four panellists, and correctly identify who set which task.",Task 3,4,Correctly identifies who wrote all the tasks.,Jon Richardson,Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,6,Using only the items on the rug construct the best thing for the Taskmaster. You have 30 minutes. Your time starts now.,Task 4 (Team Task),1,A tickle station.,Jon Richardson,Team Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,4,Welcome To Rico Face,7,Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the table top to the highest potato point. You have 100 seconds.,Live Task,0,All disqualified for touching their towers after the time had ended.,Jon Richardson,Live Task,12 July 2016,2-3,26-Sep-1982,male,UK
2,5,There's Strength In Arches,1,Best piece of memorabilia.,Prize task,3,A Roman coin.,Jon Richardson,Prize Task,19 July 2016,2-3,26-Sep-1982,male,UK
2,5,There's Strength In Arches,2,Get all of this shopping into the shopping trolley [which are separated by a stream]. Fastest wins. Your time starts now.,Task 1,0,Disqualified for not putting all the shopping into the trolley.,Jon Richardson,Task,19 July 2016,2-3,26-Sep-1982,male,UK
2,5,There's Strength In Arches,3,Make the best stop-motion film starring this potato. You have one hour. Your time starts now.,Task 2 (Team Task),3,,Jon Richardson,Team Task,19 July 2016,2-3,26-Sep-1982,male,UK
2,5,There's Strength In Arches,4,Make a bridge over the river using only the items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house. You have 20 minutes. Your time starts now.,Task 3,5,11.4cm,Jon Richardson,Task,19 July 2016,2-3,26-Sep-1982,male,UK
2,5,There's Strength In Arches,5,"(Originally): Put on a pair of food-handling gloves, eat a whole banana, correctly put on a tie and clap as many times as possible. All tasks must be completed in 100 seconds. Most claps wins.",Live Task,2,192,Jon Richardson,Live Task,19 July 2016,2-3,26-Sep-1982,male,UK
2,1,Fear Of Failure,1,Most important document.,Prize task,2,His World Record certificate for most countries identified from capital cities in one minute.,Richard Osman,Prize Task,21 June 2016,2-5,28-Nov-1970,male,UK
2,1,Fear Of Failure,2,Place these three exercise balls on the yoga mat on top of that hill. The task is complete when all three balls sit fully inflated and stationary on the mat. Fastest wins. Your time starts now.,Task 1,5,"Time not given, but he was the fastest by taking the mat off the hill and putting the balls on it at the bottom of the hill.",Richard Osman,Task,21 June 2016,2-5,28-Nov-1970,male,UK
2,1,Fear Of Failure,3,Get this potato into the golf hole. You may not touch the red green. Fastest wins. Your time starts now.,Task 2,4,2:13,Richard Osman,Task,21 June 2016,2-5,28-Nov-1970,male,UK
2,1,Fear Of Failure,4,Find out the following information from this Swedish person. The Swedish person may not speak or write in English. Fastest and most accurate wins. Your time starts now.,Task 3,4,17 minutes to get everything right.,Richard Osman,Task,21 June 2016,2-5,28-Nov-1970,male,UK
2,1,Fear Of Failure,5,Pack for your holidays. All items must be packed in your hand luggage or worn on your body. Fastest wins.,Live Task,5,1:18,Richard Osman,Live Task,21 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,1,Trendiest item of clothing.,Prize task,1,A T-shirt depicting his face over all the members of the band The Osmonds.,Richard Osman,Prize Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,2,Eat me [an egg which turns out to be raw]. Fastest wins. Your time starts now.,Task 1,5,"Time not given, but he was the only one to eat the egg raw.",Richard Osman,Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,3,Make the best music video for a nursery rhyme. You have one hour. Your time starts now.,Task 2,2,,Richard Osman,Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,4,Using this camera take a picture of an inanimate object that looks like you. Closest resemblance wins. Your time starts now.,Task 3,5,,Richard Osman,Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,5,"Order the following pizza for the Taskmaster: an extra large vegetarian pizza with pepperoni and bacon, without tomato and cheese. You may not use the following words: extra; large; vegetarian; pizza; pepperoni; bacon; tomato; cheese. You get a bonus point if you can make the pizza person say the word ""bubbles"". Most accurate and fewest mistakes wins. Your time starts now.",Task 4,2,No bonus,Richard Osman,Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,2,Pork Is A Sausage,6,"Using these big chopsticks, get these potatoes into your basket. You must only hold the chopsticks on the grips provided. The big chopsticks alone may touch the potatoes. Whoever has the most potatoes in their basket after 100 seconds wins.",Live Task,0,Disqualified for touching the potatoes with their hands.,Richard Osman,Live Task,28 June 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,1,Best dinner party guest.,Prize task,2,"Fraser, a Great Dane dog.",Richard Osman,Prize Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,2,Impress this mayor. You have a maximum of 20 minutes. Your time starts now.,Task 1,4,Juggling while reciting a poem about the mayor.,Richard Osman,Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,3,Make the most unexpected silhouette on this screen. You have 30 minutes. Your time starts now.,Task 2,4,,Richard Osman,Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,4,Buy a gift for the Taskmaster. Here is £20. You have 20 weeks. Your time starts now.,Task 3,5,"Won £250 by betting his £20 on the darts, and gave the money in Greg's name to the charity Child's Eye.",Richard Osman,Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,5,"Part 1 - Put on this blindfold, then instruct only the person closest to you to open their task. Part 2 - Put the earplugs in your ears and the ear protectors over the earplugs, then continue reading. You must remain within your bandstand. Instruct the next person to open their task. Part 3 - Do not read this out loud. Bring a potato to your bandstand. You may not leave your bandstand. You may not speak. Fastest wins. Your time starts now.",Task 4 (Team Task),5,4:59,Richard Osman,Team Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,3,A Pistachio Eclair,6,Throw the rabbits into your hat. The person with the most rabbits in their hat after 100 seconds wins. The belts must stay tied around the wrists.,Live Task,7,7,Richard Osman,Live Task,5 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,1,Coolest blue thing.,Prize task,1,A riot helmet.,Richard Osman,Prize Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,2,Rescue the cat. Best rescue wins. Your time starts now. The cat answers to the name Patatas.,Task 1,0,DNF,Richard Osman,Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,3,"Conceal this pineapple upon your person. No part of the pineapple may be thrown away. You have 20 minutes, after which Alex will inspect you. Most incorrect guesses wins. Your time starts now.",Task 2,3,,Richard Osman,Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,4,Part 1 - Set a fun task. Your task must take no longer than one minute. You have 10 minutes. Your time starts now.,Task 3,0,,Richard Osman,Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,6,Using only the items on the rug construct the best thing for the Taskmaster. You have 30 minutes. Your time starts now.,Task 4 (Team Task),1,A tickle station.,Richard Osman,Team Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,4,Welcome To Rico Face,7,Create the highest tower using only these potato-based items. Your potato tower must be self-standing. Your potato tower must be built on the table. Your potato tower will be measured from the table top to the highest potato point. You have 100 seconds.,Live Task,0,All disqualified for touching their towers after the time had ended.,Richard Osman,Live Task,12 July 2016,2-5,28-Nov-1970,male,UK
2,5,There's Strength In Arches,1,Best piece of memorabilia.,Prize task,5,A signed Jocky Wilson poster.,Richard Osman,Prize Task,19 July 2016,2-5,28-Nov-1970,male,UK
2,5,There's Strength In Arches,2,Get all of this shopping into the shopping trolley [which are separated by a stream]. Fastest wins. Your time starts now.,Task 1,4,1:59,Richard Osman,Task,19 July 2016,2-5,28-Nov-1970,male,UK
2,5,There's Strength In Arches,3,Make the best stop-motion film starring this potato. You have one hour. Your time starts now.,Task 2 (Team Task),3,,Richard Osman,Team Task,19 July 2016,2-5,28-Nov-1970,male,UK
2,5,There's Strength In Arches,4,Make a bridge over the river using only the items on this table. Highest self-supporting bridge wins. The bridge alone must support the potato. You must not touch the Taskmaster's house. You have 20 minutes. Your time starts now.,Task 3,2,8cm,Richard Osman,Task,19 July 2016,2-5,28-Nov-1970,male,UK
2,5,There's Strength In Arches,5,"(Originally): Put on a pair of food-handling gloves, eat a whole banana, correctly put on a tie and clap as many times as possible. All tasks must be completed in 100 seconds. Most claps wins.",Live Task,5,249,Richard Osman,Live Task,19 July 2016,2-5,28-Nov-1970,male,UK
3,1,Pea In A Haystack,1,Most flamboyant clock.,Prize task,5,A Queen-themed clock (the band rather than the monarch).,Sara Pascoe,Prize Task,4 October 2016,3-5,22-May-1981,female,UK
3,1,Pea In A Haystack,2,Get to the microwave in as few steps as possible and open the door before the microwave dings. There are five minutes on the clock. The microwave starts now.,Task 1,3,27,Sara Pascoe,Task,4 October 2016,3-5,22-May-1981,female,UK
3,1,Pea In A Haystack,3,Propel this pea the furthest distance. The pea must land and remain on the red carpet. Your time starts now.,Task 2,3,18.27m,Sara Pascoe,Task,4 October 2016,3-5,22-May-1981,female,UK
3,1,Pea In A Haystack,4,Make the best snowman. You have one hour. Your time starts now.,Task 3,4,,Sara Pascoe,Task,4 October 2016,3-5,22-May-1981,female,UK
3,1,Pea In A Haystack,5,Balance your swedes on your Swede. Your Swede must remain standing at all times. Your swedes may only balance on the exterior of your Swede. Most swedes resting on a Swede after 100 seconds wins.,Live Task,2,8,Sara Pascoe,Live Task,4 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,1,The heaviest item that can fit into a shoebox.,Prize task,1,A poisonous snake that Alex wasn't allowed to weigh. (?kg),Sara Pascoe,Prize Task,11 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,2,Surprise Alex when he emerges from his shed in one hour. Your time starts now.,Task 1,2,Frames Alex for murder.,Sara Pascoe,Task,11 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,3,Release Alex. Fastest wins. Your time starts now.,Task 2 (Team Task),5,16:46,Sara Pascoe,Team Task,11 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,4,"Create the best upside-down self-portrait using only the materials supplied [sauces and condiments, onto a brick wall]. The Taskmaster will judge the picture when it has been rotated 180 degrees. You have 20 minutes. Your time starts now.",Task 3,4,,Sara Pascoe,Task,11 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,5,Pop the balloons. Fastest wins. Your time starts when you pop the next balloon.,Task 4,2,1:58,Sara Pascoe,Task,11 October 2016,3-5,22-May-1981,female,UK
3,2,The Dong And The Gong,6,"Unravel a whole roll of sticky tape, put the unravelled sticky tape in your lunch box, and close the lunch box. Fastest wins.",Live Task,2,1:46,Sara Pascoe,Live Task,11 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,1,Best battery operated item.,Prize task,3,Her iPod.,Sara Pascoe,Prize Task,18 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,2,Fill this eggcup with your own sweat. Most sweat wins. You have 20 minutes. Your time stars now. [Rule only for Rob: You must complete the whole tasking speaking in an accent different from your own.],Task 1,4,8 drops,Sara Pascoe,Task,18 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,3,Make the best domino rally. You have one hour. Your time starts now.,Task 2,1,,Sara Pascoe,Task,18 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,4,Buy a gift for the Taskmaster. He is £20. You have 20 weeks. Your time starts now.,Task 3,1,One page of script for Greg's sitcom Man Down written by herself.,Sara Pascoe,Task,18 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,5,"Create the best flag meal. You have 10 minutes to choose your flag and plan your meal, then 30 minutes to prepare your meal. Best flag meal wins. Your time starts now.",Task 4,3,Canada,Sara Pascoe,Task,18 October 2016,3-5,22-May-1981,female,UK
3,3,Little Polythene Grief Cave,6,Anchor these balloons using only bread. The person with the most fully inflated balloons resting on their mat and held down by bread alone after 100 seconds wins.,Live Task,5,10,Sara Pascoe,Live Task,18 October 2016,3-5,22-May-1981,female,UK
3,4,A Very Nuanced Character,1,Shiniest thing.,Prize task,4,The single Shine by Take That.,Sara Pascoe,Prize Task,25 October 2016,3-5,22-May-1981,female,UK
3,4,A Very Nuanced Character,2,Spread your clothes as far and wide as possible at your own expense. You must discard four items of clothing you are currently wearing. Farthest and widest wins. You have 30 minutes. Your time starts now.,Task 1,2,0.02 square miles,Sara Pascoe,Task,25 October 2016,3-5,22-May-1981,female,UK
3,4,A Very Nuanced Character,4,"Find out what this gentleman did for a living. You may ask him any question, but you must whisper at all times. The gentleman can only nod or shake his head. The gentleman can only lie. Fastest wins. Your time starts now.",Task 2,3,8:31,Sara Pascoe,Task,25 October 2016,3-5,22-May-1981,female,UK
3,4,A Very Nuanced Character,5,Make the most special effect. You have one hour. Your time starts now.,Task 3 (Team Task),2,,Sara Pascoe,Team Task,25 October 2016,3-5,22-May-1981,female,UK
3,4,A Very Nuanced Character,6,"Wearing a blindfold, cover yourself with sticky notes. Sticky notes must be applied individually. The person with the most sticky notes still sticking to their body after 100 seconds wins.",Live Task,3,33,Sara Pascoe,Live Task,25 October 2016,3-5,22-May-1981,female,UK
3,5,The F.I.P.,1,A photo of their most handsome relative.,Prize task,1,"Her half-sister, i.e. her pet cat Pebbles.",Sara Pascoe,Prize Task,1 November 2016,3-5,22-May-1981,female,UK
3,5,The F.I.P.,2,Move the water from Bucket A to Bucket B. You must not move the buckets. Most water moved wins. You have 10 minutes. Your time starts now.,Task 1,3,0.8cm (Awarded an extra point as Alex did not move the bucket for her),Sara Pascoe,Task,1 November 2016,3-5,22-May-1981,female,UK
3,5,The F.I.P.,3,"While wearing one of these hands over each of your hands at all times, communicate to your teammate(s) the names of these books, films and TV programmes. You may not raise your voice. Most correct answers wins. You have 10 minutes. Your time starts when the whistle's blown.",Task 2 (Team Task),0,7 out of 20,Sara Pascoe,Team Task,1 November 2016,3-5,22-May-1981,female,UK
3,5,The F.I.P.,4,Do something that looks brilliant when sped up or slowed down. You have one hour. Your time starts now.,Task 3,5,,Sara Pascoe,Task,1 November 2016,3-5,22-May-1981,female,UK
3,5,The F.I.P.,5,"Place one or more doughnuts on your stick. You have 100 seconds, after which the person with the lowest unique whole number of doughnuts on their stick wins. In the event of there being no unique numbers, the task shall be replayed until there is a winner. Winner takes all.",Live Task,0,,Sara Pascoe,Live Task,1 November 2016,3-5,22-May-1981,female,UK
3,1,Pea In A Haystack,1,Most flamboyant clock.,Prize task,4,A stove.,Al Murray,Prize Task,4 October 2016,3-1,10-May-1968,male,UK
3,1,Pea In A Haystack,2,Get to the microwave in as few steps as possible and open the door before the microwave dings. There are five minutes on the clock. The microwave starts now.,Task 1,4,8,Al Murray,Task,4 October 2016,3-1,10-May-1968,male,UK
3,1,Pea In A Haystack,3,Propel this pea the furthest distance. The pea must land and remain on the red carpet. Your time starts now.,Task 2,5,18 miles,Al Murray,Task,4 October 2016,3-1,10-May-1968,male,UK
3,1,Pea In A Haystack,4,Make the best snowman. You have one hour. Your time starts now.,Task 3,3,,Al Murray,Task,4 October 2016,3-1,10-May-1968,male,UK
3,1,Pea In A Haystack,5,Balance your swedes on your Swede. Your Swede must remain standing at all times. Your swedes may only balance on the exterior of your Swede. Most swedes resting on a Swede after 100 seconds wins.,Live Task,5,15,Al Murray,Live Task,4 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,1,The heaviest item that can fit into a shoebox.,Prize task,3,Alan Bullock's book Hitler and Stalin: Parallel Lives (0.9kg),Al Murray,Prize Task,11 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,2,Surprise Alex when he emerges from his shed in one hour. Your time starts now.,Task 1,4,"Banging a gong wearing nothing but his hat, pants, socks and shoes, while stepping on four airhorns.",Al Murray,Task,11 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,3,Release Alex. Fastest wins. Your time starts now.,Task 2 (Team Task),0,27:37,Al Murray,Team Task,11 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,4,"Create the best upside-down self-portrait using only the materials supplied [sauces and condiments, onto a brick wall]. The Taskmaster will judge the picture when it has been rotated 180 degrees. You have 20 minutes. Your time starts now.",Task 3,5,,Al Murray,Task,11 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,5,Pop the balloons. Fastest wins. Your time starts when you pop the next balloon.,Task 4,1,Failed to pop all of his balloons.,Al Murray,Task,11 October 2016,3-1,10-May-1968,male,UK
3,2,The Dong And The Gong,6,"Unravel a whole roll of sticky tape, put the unravelled sticky tape in your lunch box, and close the lunch box. Fastest wins.",Live Task,5,0:55,Al Murray,Live Task,11 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,1,Best battery operated item.,Prize task,2,A WALL-E toy.,Al Murray,Prize Task,18 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,2,Fill this eggcup with your own sweat. Most sweat wins. You have 20 minutes. Your time stars now. [Rule only for Rob: You must complete the whole tasking speaking in an accent different from your own.],Task 1,0,Disqualified for trying to use urine instead of sweat.,Al Murray,Task,18 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,3,Make the best domino rally. You have one hour. Your time starts now.,Task 2,1,,Al Murray,Task,18 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,4,Buy a gift for the Taskmaster. He is £20. You have 20 weeks. Your time starts now.,Task 3,3,£20 worth of the last Rolo.,Al Murray,Task,18 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,5,"Create the best flag meal. You have 10 minutes to choose your flag and plan your meal, then 30 minutes to prepare your meal. Best flag meal wins. Your time starts now.",Task 4,2,United Kingdom,Al Murray,Task,18 October 2016,3-1,10-May-1968,male,UK
3,3,Little Polythene Grief Cave,6,Anchor these balloons using only bread. The person with the most fully inflated balloons resting on their mat and held down by bread alone after 100 seconds wins.,Live Task,1,2,Al Murray,Live Task,18 October 2016,3-1,10-May-1968,male,UK
3,4,A Very Nuanced Character,1,Shiniest thing.,Prize task,1,A broken touch.,Al Murray,Prize Task,25 October 2016,3-1,10-May-1968,male,UK
3,4,A Very Nuanced Character,2,Spread your clothes as far and wide as possible at your own expense. You must discard four items of clothing you are currently wearing. Farthest and widest wins. You have 30 minutes. Your time starts now.,Task 1,5,6.2 square miles,Al Murray,Task,25 October 2016,3-1,10-May-1968,male,UK
3,4,A Very Nuanced Character,4,"Find out what this gentleman did for a living. You may ask him any question, but you must whisper at all times. The gentleman can only nod or shake his head. The gentleman can only lie. Fastest wins. Your time starts now.",Task 2,5,2:08,Al Murray,Task,25 October 2016,3-1,10-May-1968,male,UK
3,4,A Very Nuanced Character,5,Make the most special effect. You have one hour. Your time starts now.,Task 3 (Team Task),3,,Al Murray,Team Task,25 October 2016,3-1,10-May-1968,male,UK
3,4,A Very Nuanced Character,6,"Wearing a blindfold, cover yourself with sticky notes. Sticky notes must be applied individually. The person with the most sticky notes still sticking to their body after 100 seconds wins.",Live Task,2,31,Al Murray,Live Task,25 October 2016,3-1,10-May-1968,male,UK
3,5,The F.I.P.,1,A photo of their most handsome relative.,Prize task,4,"His grandfather, Sir Ralph Murray.",Al Murray,Prize Task,1 November 2016,3-1,10-May-1968,male,UK
3,5,The F.I.P.,2,Move the water from Bucket A to Bucket B. You must not move the buckets. Most water moved wins. You have 10 minutes. Your time starts now.,Task 1,5,Over 11cm (Although Alex was punished for moving the bucket for him),Al Murray,Task,1 November 2016,3-1,10-May-1968,male,UK
3,5,The F.I.P.,3,"While wearing one of these hands over each of your hands at all times, communicate to your teammate(s) the names of these books, films and TV programmes. You may not raise your voice. Most correct answers wins. You have 10 minutes. Your time starts when the whistle's blown.",Task 2 (Team Task),5,19 out of 20,Al Murray,Team Task,1 November 2016,3-1,10-May-1968,male,UK
3,5,The F.I.P.,4,Do something that looks brilliant when sped up or slowed down. You have one hour. Your time starts now.,Task 3,2,,Al Murray,Task,1 November 2016,3-1,10-May-1968,male,UK
3,5,The F.I.P.,5,"Place one or more doughnuts on your stick. You have 100 seconds, after which the person with the lowest unique whole number of doughnuts on their stick wins. In the event of there being no unique numbers, the task shall be replayed until there is a winner. Winner takes all.",Live Task,0,,Al Murray,Live Task,1 November 2016,3-1,10-May-1968,male,UK
3,1,Pea In A Haystack,1,Most flamboyant clock.,Prize task,3,A microwave oven.,Dave Gorman,Prize Task,4 October 2016,3-2,2-Mar-1971,male,UK
3,1,Pea In A Haystack,2,Get to the microwave in as few steps as possible and open the door before the microwave dings. There are five minutes on the clock. The microwave starts now.,Task 1,2,50,Dave Gorman,Task,4 October 2016,3-2,2-Mar-1971,male,UK
3,1,Pea In A Haystack,3,Propel this pea the furthest distance. The pea must land and remain on the red carpet. Your time starts now.,Task 2,0,12.11m (Disqualified for cheating),Dave Gorman,Task,4 October 2016,3-2,2-Mar-1971,male,UK
